id,content,showNote
2020,"😱 @SyntaxFM just explained the difference between UL and OL tags - it's not what you think! (Hint: Order matters)",334
2021,Links ≠ Buttons 🚫 Learn why mixing them up is an accessibility ❌ and how to use HTML tags properly from @SyntaxFM,334
2022,"Heading tags aren't just for styling! @SyntaxFM explains why they are critical for accessibility and SEO 🔍",334
2023,"What HTML tag should exist but doesn't? The hosts of @SyntaxFM discuss the tags they wish were native - like autosizing textareas!",334
2024,"Coming up: The tricky world of styling native HTML elements like selects, inputs, sliders - and how to handle it! #webdev",335
2025,"Ever tried styling a checkbox? It's painful! We'll discuss techniques like pseudo elements & pointer events to style the unstylable #html #css",335
2026,"New web standards effort Open UI wants better native UI controls built into HTML - select lists, date pickers, sliders. We're intrigued! #html #accessibility",335
2027,Tired of re-implementing the same UI elements in every project? Maybe native web components are the future? #html #webcomponents,335
2028,"Thinking of building your own custom video player? It's a bigger task than you think - compatibility, accessiblity, and more to consider! #html #video",335
2029,Heard of shadow DOM? It makes elements like inputs and media players tricky to customize. We discuss ways around it! #html #css #dom,335
2030,"Get freelancing advice, tips for learning in public, React migration strategies, and more in the latest dev Q&A episode!",336
2031,"Wes and Scott tackle your questions on freelancing, CSS design, legacy codebases, Rust vs Node backends, and more!",336
2032,Struggling with CSS design as a beginner? The latest Syntax episode has some great tips for you!,336
2033,Want tips for integrating React into an old codebase or CMS? Check out the latest Syntax podcast episode for strategies!,336
2034,How can you leverage previous work experience when freelancing? Wes and Scott share tips in the new podcast episode!,336
2035,"Ever feel like your codebase is full of duct tape and bailing wire? We're talking all about the dreaded technical debt today!",337
2036,"Technical debt - like a garden left unpruned, it's only a matter of time before things get wild and unwieldy.",337
2037,"Big codebases at old companies tend to accrue lots of tech debt. But you don't have to scrap it all - here are some strategies!",337
2038,"Technical debt happens inevitably in any project, but good practices like testing and styling systems can help avoid the worst of it.",337
2039,Sometimes you just have to work around technical debt rather than taking time to fix it. We have stories and strategies!,337
2040,Want tips for moving from @WordPress to @markdown? The latest Syntax podcast has you covered.,338
2041,Hear @scotttolinski and @wesbos give their takes on dropping IE11 support and whether Safari is the new IE.,338
2042,Getting your course or videos pirated? @wesbos shares his advice for moving past frustration and focusing on your true supporters.,338
2043,Having trouble accurately testing responsive design on mobile? @scotttolinski breaks down methods for mobile testing using real devices.,338
2044,"Want to stay on the cutting edge? Check out these hot new web dev frameworks - Astro, Vitkit, SvelteKit and Remix. The future is server!",339
2045,"Tired of complexity? New frameworks like Astro, Vitkit, SvelteKit and Remix aim for simplicity with SSR, routing, and more out of the box.",339
2046,"Does the future look bright? With upcoming frameworks like Astro, SvelteKit, Vitkit and Remix, we think so! SSR and simplicity ftw!",339
2047,"What's new in web dev? Astro, SvelteKit, Vitkit and Remix! These fresh frameworks tackle SSR, routing, data loading and more.",339
2048,"Stay ahead of the curve! Check out Astro, SvelteKit, Vitkit and Remix - the next gen of web frameworks focused on SSR and simplicity.",339
2049,"Want a peek at the future? We discuss hot new frameworks Astro, SvelteKit, Vitkit and Remix on the latest Syntax podcast episode!",339
2050,Learn the difference between any and unknown in TypeScript,340
2051,See how to use the never type for mutually exclusive React props,340
2052,Find out how definition files explain untyped code to the TS compiler,340
2053,Generics allow varied return types from a single TS function,340
2054,Type assertions are escape hatches to override TS type inferences,340
2055,Want to take your Git skills to the next level? Learn all about rebase in this podcast!,341
2056,When should you rebase vs merge? Find out in this deep dive podcast episode!,341
2057,Get conflict resolution tips using rebase in this podcast. Your future self will thank you!,341
2058,Struggling with messy commits before PR? Rebase is here to save the day!,341
2059,Git rebase not clicking? We break down exactly how it works and when to use it in this podcast.,341
2060,Level up your Git game and impress your colleagues with pro rebase skills after listening to this podcast!,341
2061,Want your commits PR-ready? Rebase those bad boys before merging. We explain how in this podcast!,341
2062,"Learn how @wesbos designed, sold, and shipped 1,700 t-shirts using TypeScript to optimize order fulfillment! #syntaxfm",342
2063,Hear @wesbos explain overcoming shipping and logistics challenges when self-publishing merch. #syntaxfm,342
2064,@wesbos shares his motivation behind handcrafting a custom merch process vs using print-on-demand services. Quality over convenience! #syntaxfm,342
2065,".@wesbos built an entire logistics system with TypeScript to sell t-shirts! Hear his lessons learned on automation, shipping, packaging, and more. #syntaxfm",342
2066,"Don't miss @wesbos's journey to sell self-designed t-shirts, including setting up Snipcart, custom shipping, label printing, and order fulfillment! #syntaxfm",342
2067,@wesbos explains the advantage of handcrafted merch over mass produced items. Smaller batches allow for more quality and care! #syntaxfm,342
2068,The future is here! Container queries just hit Chrome Canary. Learn all about this game-changing new CSS feature on the latest Syntax podcast.,343
2069,Have you tried container queries yet? They just dropped in Chrome Canary and are set to revolutionize responsive CSS. Get the scoop on Syntax!,343
2070,Container queries are coming! Find out how they work and what you can build with them in this forward-looking new Syntax episode.,343
2071,CSS is evolving fast. Container queries are the next big thing for responsive web design. Learn how they work on the Syntax podcast!,343
2072,Container queries will change how you write CSS forever. Learn about this powerful new feature on the latest Syntax podcast episode.,343
2073,Get ready to throw out your media queries and embrace container queries! Find out why on the new Syntax podcast.,343
2074,Learn all about the powerful dev tools tabs available in Chrome and Firefox from @stolinski and @wesbos!,344
2075,"Debugging network requests, performance problems, memory leaks, and more - the browser dev tools tabs have you covered. Tips from @stolinski and @wesbos",344
2076,"Master console logging, service workers, storage, and way more with these pro tips for dev tools tabs from @stolinski and @wesbos",344
2077,Firefox vs Chrome - how do the dev tools tabs differ across browsers? @stolinski and @wesbos break it down.,344
2078,"Want to boost your dev skills and workflow? Don't miss this deep dive into browser dev tools from @stolinski and @wesbos!",344
2079,Network requests giving you headaches? Console logs making a mess? Tame them both with these dev tools tabs tricks from @stolinski and @wesbos!,344
2080,The new #CSS nesting draft looks just like Sass nesting! Write nested styles easier with @nest and ampersand. #webdev,345
2081,Stop duplicating selectors! Use CSS nesting to scope styles easily. #CSS,345
2082,CSS nesting helps prevent refactoring errors and makes styles easier to read and write. #CSS,345
2083,Scope a style? Nest it in CSS! #CSS,345
2084,Media queries can be nested in CSS now for better mobile-first styles! #CSS #responsivedesign,345
2085,Will CSS nesting work on older browsers? Looks to be backwards compatible! #CSS,345
2086,Want to try CSS nesting now? Transpile it with PostCSS! #CSS #webdev,345
2087,"Struggling with logic on personal projects? It's normal! Keep learning and you'll get there. #WebDev",346
2088,Feeling overwhelmed at a new job? Ask questions and pair program. Most devs want to help!,346
2089,"The best video hosting services for your next project. We've tried them all!",346
2090,"Monorepos: Worth the pain or more trouble than they're worth? #WebDev",346
2091,"Refreshing API tokens with parallel requests. We've all been there!",346
2092,"Learn about essential #VSCode extensions like Easy Snippet, Error Lens and more for faster web dev workflows!",347
2093,"Level up your #VSCode game with pro tips and must-have extensions from @syntaxfm - you'll be coding faster in no time!",347
2094,"Get more done in #VSCode with handy extensions like Better Comments, File Utils, GitLens and more from @syntaxfm - don't code without them!",347
2095,"Tired of fighting with #VSCode? Get pro tips for extensions, shortcuts and workflows from @syntaxfm to code faster and happier!",347
2096,"Struggling with #VSCode? Get rapid fire recommendations from @syntaxfm for extensions, settings and shortcuts to improve your workflow!",347
2097,"Want to get more done in #VSCode every day? Don't miss the latest tips and extension recommendations from @syntaxfm!",347
2098,"Hear the origin story of @caddyserver straight from @mholt. Learn how it's improving reliability and security across the web.",348
2099,"Tired of web server config? @caddyserver handles TLS, proxies, load balancing and more with a simple configuration file.",348
2100,@caddyserver came along at the perfect time to pair automated TLS certs from @letsencrypt with an easy to use web server.,348
2101,"Learn why @caddyserver chose @golang to build a robust, secure, and developer-friendly web server.",348
2102,Every public website should use HTTPS says @caddyserver creator @mholt. We discuss the importance of encryption for all.,348
2103,@caddyserver creator @mholt walks through how easy features like load balancing are to implement in Go. Great episode on web servers!,348
2104,Learn what the n+1 query problem is and how to solve it with @SyntaxFM!,349
2105,"Battling slow GraphQL queries? The n+1 problem could be to blame. Here's how to fix it.",349
2106,Too many trips to the DB? We break down the n+1 problem on @SyntaxFM,349
2107,"Don't let the n+1 problem slow down your app! Check out solutions on the latest Syntax podcast.",349
2108,Query optimization 101: let @SyntaxFM explain the n+1 problem and fixes like DataLoader and Prisma.,349
2109,Getting bored of too many DB queries? We feel you. Learn how to solve the n+1 problem with @SyntaxFM!,349
2110,Get portfolio feedback and tips for standing out in the job hunt. @scotttolinski and @wesbos provide real advice for getting hired.,350
2111,Want to improve your portfolio? @scotttolinski & @wesbos critique real examples on the latest Syntax Highlight episode.,350
2112,Stand out from the competition during your job search with these portfolio tips from @scotttolinski & @wesbos on Syntax Podcast.,350
2113,Looking for web dev job? @scotttolinski & @wesbos share advice for improving portfolios on the latest Syntax Highlight.,350
2114,Learn how to make your portfolio shine when applying for web dev jobs. @scotttolinski and @wesbos provide real feedback on Syntax podcast.,350
2115,Get actionable tips for improving your portfolio when applying for web dev jobs from @scotttolinski & @wesbos on Syntax podcast.,350
2116,Generate fully typed APIs without writing types using @GraphQLCodegen!🚀 #GraphQL,351
2117,Never write another React form thanks to @PericlesForms - just pass your GraphQL mutation and it handles the rest!📝,351
2118,@OGraphQL has created some INCREDIBLE #GraphQL tools like @GraphQLInspector and @GraphQLScalars - check them out!🔥,351
2119,"Swagger docs can generate entire #TypeScript APIs, React components, and more automatically!💪 So handy for #GraphQL too!",351
2120,Strong typing is a game changer - enables awesome low code tools like @GraphQLCodegen and @PericlesForms!👏 #GraphQL,351
2121,"Don't reinvent the wheel - leverage tools like @GraphQLCodegen and @PericlesForms for nearly effortless #GraphQL code!",351
2122,.@CSSTricks talks benefits of low code #GraphQL tools like @GraphQLCodegen and @PericlesForms - customize as needed!,351
2123,"Learn how to roll your own rock solid authentication using sessions, JWTs, cookies, and more.",352
2124,Should you build your own authentication or use a package? @ScottTolinski and @wesbos weigh in.,352
2125,"Ever wonder how concepts like JWTs, CORS, CSRF and salted password hashing work? We break it all down in plain English.",352
2126,"HTTP-only secure cookies are the way to go for auth tokens according to @ScottTolinski. Here's why.",352
2127,Local HTTPS development frustrating you? @ScottTolinski swears by @caddyserver for lightning fast SSL certs.,352
2128,"What's the difference between encryption, hashing and salting? @wesbos breaks it down.",352
2129,"Top-notch authentication requires understanding concepts like CSRF, CORS, sessions and more. @SyntaxFM covers them all.",352
2130,Learn all about env vars with @wesbos and @stolinski! Keys? Secrets? Dotenv files? They cover it all!,353
2131,Ever wonder where to securely store your API keys and database URLs? @wesbos and @stolinski have pro tips for handling env vars right.,353
2132,"Encrypt your secrets and prefix your client vars - it's time to level up your env var game with @wesbos and @stolinski!",353
2133,"Stop committing secrets to source control! Follow @wesbos and @stolinski's advice for managing env vars like a pro.",353
2134,Curious how hosts provide dynamic env vars? How node_options works? .env best practices? Learn from @wesbos and @stolinski!,353
2135,"Env vars can be a pain, but @wesbos and @stolinski break it down into pro tips you can use right away!",353
2136,Learn whether @Vercel or @Netlify is best for your next project 👀,354
2137,How to structure databases and efficiently write GraphQL mutations for dynamite APIs,354
2138,Level up your #testing game with new @Cypress_io features like component testing and test automation 🧪,354
2139,"Hear @ WesBos and @stolinski weigh in on remote work perks, career changes, securing @Nextjs routes, and whether devs should learn both @Vuejs and @Reactjs.",355
2140,Get the scoop on what it would take to recruit @WesBos and @stolinski away from their current gigs.,355
2141,"TheSyntaxFM duo shares thoughts on @Clubhouse app - the good, bad and ugly.",355
2142,"@WesBos spends his time on courses, @stolinski coding for @LevelUpTutorials. They don't do client work anymore.",355
2143,".@WesBos outsources admin work, @stolinski some dev, video and social. But they keep most work in house.",355
2144,Curious what careers @WesBos and @stolinski would have if not web devs? (Hint: tractor hacking is involved),355
2145,Want to upgrade your coding desk setup? @wesbos and @stolinski walk through all their gear for the ultimate web dev workspace.,356
2146,Dreaming of the perfect desk setup? Get ideas from @wesbos and @stolinski as they run through their develper gear arsenal.,356
2147,"Keyboards, cameras, lighting - @wesbos and @stolinski cover it all in their ultimate web dev desk setup extravaganza.",356
2148,"Step into the shoes of @wesbos and @stolinski and explore their desks, gear, and wishlists for the optimum dev environment.",356
2149,Want pro tips for building the ideal coding workspace? @wesbos and @stolinski have you covered with their desk setup lowdown.,356
2150,"From monitors to notebooks and everything in between, @wesbos and @stolinski leave no stone unturned in the ultimate desk gear guide.",356
2151,"Want to get hired as a web dev in 2021? @WesBos and @Stolinski share the key skills you need - clean code, JS/CSS fundamentals, React/Vue, and more! #webdev",357
2152,"Looking for a web dev job this year? @WesBos & @Stolinski cover must-have skills like communication, email writing, React/Vue, and fundamental JS/CSS. Essential tips for making your resume stand out! #webdev",357
2153,"Fundamentals, frameworks, and soft skills - master these hireable skills in 2021 with tips from @WesBos and @Stolinski on the latest Syntax podcast episode. Your next web dev job awaits! #webdev",357
2154,"Clean code, React/Vue, CSS fundamentals, communication & writing skills - @WesBos and @Stolinski share the resume boosters you need to land a web dev role. Listen now! #webdev",357
2155,"Want a new web dev job in 2021? Level up your fundamentals, learn React/Vue, improve soft skills like communication & email writing says @WesBos & @Stolinski. Get hired! #webdev",357
2156,"The web dev skills that'll get you hired in 2021: JavaScript, CSS, React/Vue, APIs, soft skills & more, courtesy of @WesBos and @Stolinski. Essential listening! #webdev",357
2157,Hear from @tannerlinsley on building the popular data fetching library React Query 👏,358
2158,"React Query recently surpassed Relay in GitHub stars! Learn why it's so popular from its creator @tannerlinsley 🚀",358
2159,"Struggling with data fetching, caching, race conditions in React? @tannerlinsley shares how React Query solves these common problems.",358
2160,Want to build your own browser dev tools like React Query has? Get pro tips from @tannerlinsley on avoiding the tangled browser API 💡,358
2161,"Curious what React Server Components means for the future of React Query and data fetching? Get @tannerlinsley's insights 🤔",358
2162,"Get @tannerlinsley's thoughts on Remix Runway, a new React framework taking a different approach to routing and static sites 🔥",358
2163,Learn how @Cypress_io has become a fantastic end-to-end testing solution with cross-browser support and visual debugging.,359
2164,Testing in a real browser with @Cypress_io helps debug issues quickly compared to traditional unit testing.,359
2165,The new Cypress Studio records test runs for you - automate testing without writing all the code!,359
2166,".@Cypress_io has really improved the testing experience with easy mocking, great plugins, and an insightful dashboard.",359
2167,Using data-testid for selections and intercepting network requests are two great techniques with @Cypress_io.,359
2168,"For anyone afraid of testing, @Cypress_io finally makes it feel approachable and even fun.",359
2169,"Got a burning web dev question? @wesbos and @stolinski probably have thoughts on it. Learn promsie rollbacks, hosting, pricing, tools, and more!",360
2170,Want tips on learning new web tech quickly? @wesbos recommends small projects hitting key features. More advice in this potluck episode.,360
2171,"If you're doing full stack work, get the full stack title! More career advice from @stolinski in the latest syntax potluck.",360
2172,@wesbos explains why clients should own their own GitHub repos for Gatsby + WordPress sites. More hosting wisdom in this potluck episode.,360
2173,Learn whether you still need Webpack when using TypeScript compilers like TSC and SWC in our latest episode!,361
2174,Do you know the difference between a TS compiler and bundler? We break it down in simple terms on the latest Syntax podcast!,361
2175,Want faster TypeScript compilation? @wesbos and @stolinski discuss options like Esbuild and SWC on the newest Syntax episode.,361
2176,When should you use Babel vs TSC to compile your TypeScript code? Get the lowdown from @wesbos and @stolinski on Syntax!,361
2177,TypeScript experts @wesbos and @stolinski are back with pro tips on TS compilation and bundling in episode #327 of Syntax!,361
2178,"If you love TypeScript, don't miss episode 327 of Syntax! @wesbos and @stolinski answer common TS compiler and bundler questions.",361
2179,"Want your resume or online presence reviewed? @wesbos and @stolinski give honest feedback on sites, resumes, Twitter accounts and more.",362
2180,What makes for a kickass online presence as a developer? @wesbos and @stolinski weigh in with their seasoned perspectives.,362
2181,"@wesbos and @stolinski critique resumes and websites - the good, the bad and the ugly. Take notes for your own online presence!",362
2182,The importance of curating an online presence long before a job search begins. Tips from @wesbos and @stolinski on the Syntax podcast,362
2183,Too much junk mail? @wesbos rants and gives tips for reducing the paper piles. An issue we can all relate to!,362
2184,Hilarious story from @stolinski about getting a new car from Ford thanks to Twitter. The power of social media!,362
2185,"Learn about the different #keyboardevents like keydown, keyup, and beforeinput 🎹",363
2186,"Find out what metadata is available on keyboard events - key, code, location, repeat 🔑",363
2187,Get pro tips on implementing keyboard shortcuts in your web apps ⌨️,363
2188,"Learn how to use modifier keys like ctrl, alt, shift and meta (cmd) with key events ❗️",363
2189,"Discover how to listen for media keys like play, pause, next track in the browser 🎧",363
2190,"Learn the basics of TypeScript - types, benefits, compilation and more in our latest episode!",364
2191,"If you've been curious about TypeScript, this is the episode for you! We cover all the fundamentals you need to get started.",364
2192,"Type hints, easy refactoring, and preventing bugs are just some of the benefits of using TypeScript. Check out our fundamentals episode!",364
2193,"Get an intro to primitive types, custom types, unions, inference and more in our TypeScript fundamentals episode. Everything you need to know to get started!",364
2194,"New to TypeScript? We've got you covered! Learn all about types, compilation, benefits and more TypeScript fundamentals in our latest episode.",364
2195,"Don't miss our TypeScript fundamentals episode! We cover types, inference, benefits, compilation and everything else you need to know to get started with TS today.",364
2196,"The new @LevelUpTuts site rebuilt using Node, React, Snowpack, and more! Hear all about the tech stack and decisions from @stolinski",365
2197,Say goodbye to Meteor and hello to a lightning fast Node/React rebuild of @LevelUpTuts! Tune in to the latest @SyntaxFM to hear all about it.,365
2198,Curious what it takes to rebuild a complex site like @LevelUpTuts? @stolinski shares the story on the latest @SyntaxFM episode.,365
2199,"A faster, slicker, and more powerful @LevelUpTuts site rebuilt from the ground up using the latest web tech. Get the scoop on @SyntaxFM now!",365
2200,".@stolinski rebuilt his baby (@LevelUpTuts) using Node, React, Snowpack, and more powerful tools. Listen in to @SyntaxFM for the details!",365
2201,"The new @LevelUpTuts site is flying thanks to its rebuild in React, Node, and more modern web tech. Hear the story on the latest @SyntaxFM!",365
2202,Learn all about the new Deno runtime from @wesbos and @stolinski on the latest @SyntaxFM podcast!,366
2203,Curious about Deno and how it compares to Node.js? Tune in to the latest @SyntaxFM podcast for a great intro.,366
2204,"If you want to understand Deno's sandboxing, ESM modules, and more, check out the new @SyntaxFM podcast episode.",366
2205,The new @SyntaxFM podcast covers everything you need to know to get started with Deno in 2021.,366
2206,"Get the lowdown on Deno direct from @wesbos and @stolinski on @SyntaxFM - don't miss it!",366
2207,Deno is the new hotness in JavaScript runtimes. Learn why on the latest jam-packed @SyntaxFM podcast.,366
2208,The new #AVIF image format is unreal! Half the size of WebP with no visible quality loss. 😱 #webdev,367
2209,AVIF is derived from video compression and royalty free - key reasons for great browser support. 🎉 #imageformats,367
2210,AVIF has awesome lossy compression - remove data without hurting image quality. 🔥 Files are insanely small! #webperf,367
2211,"Tools like @Cloudinary, @gatsbyjs, and Squoosh make converting to AVIF a breeze. 💨 This will be huge for page load times! #AVIF",367
2212,AVIF has landed in Chrome and Firefox. Support is coming! Time to start testing it out. 🚀 #AVIF #webdev,367
2213,Pro tip: Use the Quick Look plugin to preview AVIF images in Finder on your Mac. 👀 #AVIF #webdev,367
2214,"PSA: Add support for Apple's HEIC format to your image uploaders! It's 2022, come on people! 😠#webdev #HEIC",367
2215,Want tips for quickly transitioning into a high paying dev job? This episode covers that journey!,368
2216,Struggling with imposter syndrome as a new developer? Scott and Wes share their advice.,368
2217,Curious how Scott and Wes build component libraries? They break it down in this QA episode.,368
2218,Should developers focus on reducing emissions? Scott and Wes weigh in on this important question.,368
2219,"Learn how to create consistent, maintainable font and typography systems with @SyntaxFM!",369
2220,Struggling with CSS font sizes? @SyntaxFM covers how to design rock solid type systems so you never have to style fonts again.,369
2221,Want your fonts to look professionally designed? @SyntaxFM shares their approach to crafting the perfect CSS typography system.,369
2222,@SyntaxFM dives into typography - from units to variables to generators that do the design work for you!,369
2223,Does your CSS font styling feel random? @SyntaxFM explains why you need a typography system and how to build one.,369
2224,Tired of fiddling with font sizes? @SyntaxFM discusses how to leverage tools like type-scale.com to generate the perfect CSS font sizes!,369
2225,"Don't miss the LIVE podcast from @reactathon with @scotupt and @wesbos! Hear their #React wishlist items and hilarious JS or Nay guesses 😂",370
2226,"Ever wondered if Graphene, Toy Machine or Sputnik V are real JavaScript libraries or just made up? Find out during JS or Nay at the LIVE @reactathon podcast!",370
2227,Get ready for some spicy #JavaScript hot takes from @scotupt and @wesbos during their live @reactathon podcast ep! 🔥 From console.log and optional chaining to Framework opinions - they cover it all!,370
2228,".@scotupt and @wesbos bring the laughs during JS or Nay at the live @reactathon podcast ep! 😂 Guessing if libs like Capcom Strand and Floodlight are real or fake is hilarious when you have no idea what they're talking about!",370
2229,"During the @reactathon live show, @scotupt and @wesbos discuss underrated technologies like @denoland, @remix_run and @xstatejs. Agree or disagree? Listen to find out their takes!",370
2230,"Want to work at a FAANG? @scotupt and @wesbos share their advice during the @reactathon live podcast on weighing startup vs corporate jobs, learning @typescript and more!",370
2231,"Learn all about null, undefined, void, never and more faulty values in JavaScript on the latest ep of @SyntaxFM!",371
2232,Ever wonder about the difference between undefined and null in JS? @wesbos and @stolinski explain on the new @SyntaxFM!,371
2233,"Negative zero?! Yup, it's a thing! Dive into faulty JS values on the new nothing-themed ep of @SyntaxFM 🤯",371
2234,"JS devs - don't miss the new ep of @SyntaxFM! It covers void, never, falsey values, empty arrays/objects and more.",371
2235,"This week on @SyntaxFM: Much ado about nothing(ness)! Tune in to learn about undefined, null, void, never and faulty values in JS.",371
2236,"Intrigued by void, never, null and undefined in JS? The latest @SyntaxFM ep has you covered!",371
2237,"Scott and Wes predict the web dev trends for 2021 - get ready for growth of #Deno, #TypeScript, #MDX, #Jamstack and more!",372
2238,"2021 will see improvements to #React SSR, #TypeScript tooling, #WASM, #ESM, and #CSS variables according to @stolinski and @wesbos!",372
2239,Remote work and programming communities will improve in 2021 says @stolinski and @wesbos - more opportunities ahead!,372
2240,@stolinski and @wesbos predict build tools and #JavaScript tooling will get easier in 2021 - say bye to messy config files!,372
2241,"Hear @stolinski and @wesbos discuss their 2021 #webdev predictions - trends like #Jamstack, #AI, #PWAs and more on the way!",372
2242,"@stolinski & @wesbos share their 2021 predictions on @SyntaxFM - don't miss thoughts on #React, #Nextjs, #VSCode, #MDX and more!",372
2243,Want to code faster than a speeding bullet? Learn how @ScottTolinski uses his favorite keyboard shortcuts and window management tools to get hyper productive in this episode!,373
2244,"If you're still not using a hyper key for custom shortcuts, you're missing out big time! Learn how @wesbos sets up his hyper key for max productivity.",373
2245,"Stop wasting time manually resizing windows 🛑 Learn how @wesbos uses BetterTouchTool's custom snap areas to optimize his workspace.",373
2246,.@ScottTolinski shares how he uses Rocket to bring Slack-style emojis everywhere for faster communication (and more fun!),373
2247,Tired of memorizing esoteric keyboard shortcuts? @wesbos explains how he sets up shortcuts that fit his mental model for each task.,373
2248,"Don't accept the default! @ScottTolinski customizes his VS Code shortcuts for max productivity.",373
2249,CSS subgrid arrived but with limited browser support - find out what else Scott and @wesbos predicted for 2020!,374
2250,The duo declare IE officially dead for most developers in 2020! What other old tech saw its demise this year?,374
2251,NPM made big improvements while highly anticipated NPM Tink never arrived - more 2020 recap with @wesbos on the latest Syntax podcast,374
2252,"@wesbos discusses the long-awaited ES modules support across Node, Deno, webpack and more in 2020 predictions recap on Syntax",374
2253,"Deno 1.0, Snowpack, unbundled modules and more - did @wesbos and @stolinski get their 2020 web dev predictions right?",374
2254,"@wesbos looked to React Suspense for data loading in 2020 but admits it hasn't taken off as expected. More trend recap on Syntax!",374
2255,Svelte gained lots of fans in 2020 says @stolinski - find out what other frameworks and tools had big years on the Syntax podcast,374
2256,"Learn how hosting and web services charge you - per time, resources, bandwidth, users, apps, and work. Find the right pricing model for your needs!",375
2257,"Ever wondered what a ""dyno"" is or why you have to pay for transforms? We break down pricing models like serverless, VPS, bandwidth, and more.",375
2258,Tired of complex pricing pages with fractions of pennies per whosits and whatsits? We explain hosting and web service pricing simply.,375
2259,"We dig into pricing for serverless, VPS, bandwidth, users, apps, and work so you can pick the right hosting and understand the costs.",375
2260,"Want to estimate costs for a new hosting provider or web service? We break down how pricing works per time, resources, users, apps, and more.",375
2261,Pricing pages full of fractions of cents per minute mystify you? We demystify how hosting providers and web services charge for resources used.,375
2262,Are the new Apple Silicon Macs good for web devs? Find out!,376
2263,"Scott and Wes discuss whether it's time to upgrade to the new Macs for web development.",376
2264,New Macs are out - will web developers need to switch over? The Syntax guys discuss.,376
2265,Want to beat the #ps5 bots? @wesbos explains his web scraping strategy using @PuppeteerJS and @LowDBjs!,377
2266,Having trouble scoring a #ps5? Tune in to learn bot tips from @stolinski and @wesbos!,377
2267,Bots got you down? Learn how to level up your inventory-checking game with our latest episode!,377
2268,"Ready to outsmart the #ps5 scalpers? We've got just the bot strategies for you!",377
2269,"We're dropping bot knowledge on how to snag hard-to-find items like the #ps5 - listen in!",377
2270,Can a dev outsmart retail bots? Find out on our latest episode!,377
2271,Hear @brianleroux explain the core concepts behind #serverless and how it enables new programming models!,378
2272,Get the lowdown on tools like @architect_io @BeginHQ @nodejs @denoland from serverless expert @brianleroux on @SyntaxFM!,378
2273,Curious about using #TypeScript for #serverless functions? Learn why it rocks from @brianleroux on the latest @SyntaxFM!,378
2274,".@brianleroux shares pro tips for overcoming limitations like statelessness and cold starts in #serverless on @SyntaxFM - don't miss it!",378
2275,Learn how #serverless can integrate with legacy apps through proxies and incrementally moving functionality with @brianleroux on @SyntaxFM!,378
2276,Find out how tools like @architect_io and @BeginHQ are improving #serverless developer experience from @brianleroux on @SyntaxFM!,378
2277,Hear @wesbos and @stolinski chat about the tech behind their recent Syntax 300 live stream podcast episode!,379
2278,Getting a live podcast setup with remote guests? Learn how @wesbos and @stolinski made it happen for Syntax 300,379
2279,Interested in live podcast streaming? Find out what @wesbos and @stolinski used to make their Syntax 300 episode happen live,379
2280,Podcast live streaming tech walkthrough: Learn how @wesbos and @stolinski recorded Syntax episode 300 with remote guests live,379
2281,Curious how podcasters live stream video with remote guests? Get the inside tech details from @wesbos and @stolinski on Syntax 300,379
2282,"Live streaming a podcast sounds complicated, but @wesbos and @stolinski break down exactly how they made it happen for Syntax 300",379
2283,"Want to know how @gatsbyjs and @nextjs compare for 2021? We break down static vs server rendering, data management, dynamic pages, and more!",380
2284,"Curious when to use @gatsbyjs vs @nextjs? We compare features like static generation, revalidation, folder routing, and preview modes.",380
2285,"If you're weighing @gatsbyjs vs @nextjs for your next project, this episode has you covered! We dig into the pros and cons of each.",380
2286,How do @gatsbyjs and @nextjs stack up in 2021? Tune in to find out!,380
2287,"We geek out on everything @gatsbyjs vs @nextjs - don't miss it!",380
2288,Debating between @gatsbyjs and @nextjs? This thorough comparison has got you covered!,380
2289,Drop classes and embrace hooks! @wesbos & @stolinski explain why hooks are worth the switch 🔥,381
2290,"Decoupling state, less duplication, better refs - just some of the reasons @wesbos & @stolinski love React hooks over classes!",381
2291,Forget classes! @wesbos makes the case for pure function components with React hooks instead,381
2292,Classes schmasses. @stolinski tells us why he converted his entire codebase to React hooks and never looked back!,381
2293,"More explicit naming, reusable code, improved state - @wesbos breaks down the React hook benefits over class components",381
2294,Just in time for the holidays - @wesbos and @stolinski walk through their 2020 gift guide for your favorite web dev! ,382
2295,"Stuck on gift ideas for the web dev in your life? @wesbos and @stolinski have you covered with recs for tech, fitness, clothing, and more!",382
2296,Looking for the perfect gift for a web dev friend or family member? Tune in to the latest @syntaxfm holiday gift guide ep with @wesbos and @stolinski!,382
2297,The holidays are here and @syntaxfm has you covered if you need gift ideas for the web devs in your life! Tons of great recommendations from @wesbos and @stolinski,382
2298,"@wesbos and @stolinski deliver a huge list of gift ideas on the latest holiday @syntaxfm gift guide ep - don't miss it!",382
2299,Need ideas for your web dev shopping list this year? The @syntaxfm 2020 web dev gift guide from @wesbos and @stolinski has you covered!,382
2300,Learn how #conventionalcommits can supercharge your commit messages and enable automatic versioning on @SyntaxFM,383
2301,"🚀 Improve your #Git commits and simplify releases with #conventionalcommits - here's how they work on the latest @SyntaxFM",383
2302,Struggling with good #Git commit messages? #conventionalcommits to the rescue! 🦸‍♂️ Tune in to @SyntaxFM to level up your commits,383
2303,Stop guessing and start committing - learn how #conventionalcommits bring intention and function to your #Git commits on @SyntaxFM,383
